loss,model_9_loss,model_10_loss,model_9_AE_ACC,model_9_MLP_ACC,model_10_AE_ACC,model_10_MLP_ACC,val_loss,val_model_9_loss,val_model_10_loss,val_model_9_AE_ACC,val_model_9_MLP_ACC,val_model_10_AE_ACC,val_model_10_MLP_ACC
0.11439500004053116,0.06906989216804504,0.045325085520744324,0.9651709794998169,0.9651709794998169,0.9715017080307007,0.9715017080307007,0.01927952468395233,0.010218532755970955,0.0090609947219491,0.9933317303657532,0.9933317303657532,0.9924585223197937,0.9924585223197937
0.031156359240412712,0.015562977641820908,0.015593397431075573,0.9878544807434082,0.9878544807434082,0.9869812726974487,0.9869812726974487,0.01210069190710783,0.006092415191233158,0.006008279509842396,0.9951575994491577,0.9951575994491577,0.9947606325149536,0.9947606325149536
0.02611710876226425,0.012563002295792103,0.013554115779697895,0.9900573492050171,0.9900573492050171,0.9887673854827881,0.9887673854827881,0.011600357480347157,0.0056544141843914986,0.0059459456242620945,0.9954751133918762,0.9954751133918762,0.9946019053459167,0.9946019053459167
0.022716166451573372,0.010764280334115028,0.011951885186135769,0.9917243719100952,0.9917243719100952,0.9901367425918579,0.9901367425918579,0.010144542902708054,0.005196406040340662,0.004948137328028679,0.996110200881958,0.996110200881958,0.9959514141082764,0.9959514141082764
0.020168760791420937,0.00958711002022028,0.010581642389297485,0.9923197627067566,0.9923197627067566,0.9914068579673767,0.9914068579673767,0.010531030595302582,0.004788429941982031,0.005742599256336689,0.9958720207214355,0.9958720207214355,0.9947606325149536,0.9947606325149536
0.020400844514369965,0.009719339199364185,0.010681502521038055,0.9917243719100952,0.9917243719100952,0.9907122850418091,0.9907122850418091,0.009703001007437706,0.004876076243817806,0.004826925229281187,0.9957132935523987,0.9957132935523987,0.9957132935523987,0.9957132935523987
0.01866181194782257,0.008744899183511734,0.009916922077536583,0.9926769733428955,0.9926769733428955,0.9913671612739563,0.9913671612739563,0.009995532222092152,0.004589428659528494,0.005406102631241083,0.996110200881958,0.996110200881958,0.9957132935523987,0.9957132935523987
0.01798919402062893,0.008339435793459415,0.009649758227169514,0.992994487285614,0.992994487285614,0.9917640686035156,0.9917640686035156,0.01024396251887083,0.004893832840025425,0.005350129213184118,0.995554506778717,0.995554506778717,0.9953957200050354,0.9953957200050354
0.01678512431681156,0.007643572054803371,0.009141557849943638,0.9934707880020142,0.9934707880020142,0.9918434619903564,0.9918434619903564,0.009594066999852657,0.004731592256575823,0.004862471483647823,0.9960308074951172,0.9960308074951172,0.996110200881958,0.996110200881958
0.01640164852142334,0.007694321684539318,0.00870733242481947,0.9931532740592957,0.9931532740592957,0.9921411275863647,0.9921411275863647,0.009084093384444714,0.0042876447550952435,0.004796448163688183,0.9963483214378357,0.9963483214378357,0.9963483214378357,0.9963483214378357
0.015706777572631836,0.007326256949454546,0.00838051550090313,0.9938081502914429,0.9938081502914429,0.9933913946151733,0.9933913946151733,0.009217814542353153,0.004423264414072037,0.004794551990926266,0.9958720207214355,0.9958720207214355,0.9958720207214355,0.9958720207214355
0.014967423863708973,0.006854128558188677,0.008113282732665539,0.9941654205322266,0.9941654205322266,0.9929150938987732,0.9929150938987732,0.008843494579195976,0.004353726748377085,0.004489768296480179,0.9969834089279175,0.9969834089279175,0.9961895942687988,0.9961895942687988
0.01493046060204506,0.007063934579491615,0.007866516709327698,0.9940860271453857,0.9940860271453857,0.9932723641395569,0.9932723641395569,0.0097090108320117,0.004578860476613045,0.005130148492753506,0.9962689280509949,0.9962689280509949,0.9954751133918762,0.9954751133918762
0.014890290796756744,0.006985021289438009,0.007905276492238045,0.9938478469848633,0.9938478469848633,0.9934112429618835,0.9934112429618835,0.00823254231363535,0.004068273119628429,0.004164266865700483,0.9969040155410767,0.9969040155410767,0.9968246221542358,0.9968246221542358
0.014219127595424652,0.0066212983801960945,0.007597831077873707,0.9941257238388062,0.9941257238388062,0.9931532740592957,0.9931532740592957,0.007768654264509678,0.003935514483600855,0.003833141876384616,0.9969040155410767,0.9969040155410767,0.9970628023147583,0.9970628023147583
0.014471474103629589,0.0069320895709097385,0.007539397571235895,0.9939669370651245,0.9939669370651245,0.9934112429618835,0.9934112429618835,0.00909743458032608,0.004668606445193291,0.004428824409842491,0.9956339001655579,0.9956339001655579,0.9956339001655579,0.9956339001655579
0.014640741981565952,0.006903264671564102,0.007737474981695414,0.9941257238388062,0.9941257238388062,0.9931334257125854,0.9931334257125854,0.007087308447808027,0.003664124757051468,0.0034231804311275482,0.9969040155410767,0.9969040155410767,0.9969834089279175,0.9969834089279175
0.01356505136936903,0.0063691530376672745,0.007195902056992054,0.9943042993545532,0.9943042993545532,0.9938081502914429,0.9938081502914429,0.00790460966527462,0.003915078938007355,0.003989532124251127,0.9969834089279175,0.9969834089279175,0.9963483214378357,0.9963483214378357
0.013081182725727558,0.006454754620790482,0.006626429967582226,0.9942447543144226,0.9942447543144226,0.9937883019447327,0.9937883019447327,0.009120594710111618,0.004583297297358513,0.0045373025350272655,0.9962689280509949,0.9962689280509949,0.9959514141082764,0.9959514141082764
0.012599700130522251,0.006031728349626064,0.006567973643541336,0.9946020245552063,0.9946020245552063,0.9942050576210022,0.9942050576210022,0.007626616396009922,0.003819107310846448,0.0038075109478086233,0.9965865015983582,0.9965865015983582,0.996665894985199,0.996665894985199
