loss,model_15_loss,model_16_loss,model_15_AE_ACC,model_15_MLP_ACC,model_16_AE_ACC,model_16_MLP_ACC,val_loss,val_model_15_loss,val_model_16_loss,val_model_15_AE_ACC,val_model_15_MLP_ACC,val_model_16_AE_ACC,val_model_16_MLP_ACC
0.2602812349796295,0.1464497298002243,0.11383143067359924,0.7576888203620911,0.7576888203620911,0.7894771695137024,0.7894771695137024,0.0934089869260788,0.05235327407717705,0.041055720299482346,0.9092817306518555,0.9092817306518555,0.9214274883270264,0.9214274883270264
0.14850543439388275,0.07649786025285721,0.07200747728347778,0.8478724360466003,0.8478724360466003,0.8492719531059265,0.8492719531059265,0.07945752143859863,0.04264196753501892,0.0368155837059021,0.928175151348114,0.928175151348114,0.940470814704895,0.940470814704895
0.13678061962127686,0.07030453532934189,0.06647603958845139,0.8569357991218567,0.8569357991218567,0.8604012131690979,0.8604012131690979,0.07333090901374817,0.03867413476109505,0.034656770527362823,0.9446693658828735,0.9446693658828735,0.9385215044021606,0.9385215044021606
0.1300354301929474,0.06696473062038422,0.06307071447372437,0.8638998866081238,0.8638998866081238,0.8683149218559265,0.8683149218559265,0.07119426131248474,0.03789753466844559,0.033296726644039154,0.939871072769165,0.939871072769165,0.9559154510498047,0.9559154510498047
0.1289214789867401,0.06628617644309998,0.06263528764247894,0.8646496534347534,0.8646496534347534,0.8691812753677368,0.8691812753677368,0.06936831027269363,0.03712304309010506,0.03224525228142738,0.9365721940994263,0.9365721940994263,0.9467686414718628,0.9467686414718628
0.12328352779150009,0.06336840242147446,0.05991518124938011,0.8705641031265259,0.8705641031265259,0.8751457929611206,0.8751457929611206,0.06828299164772034,0.035569142550230026,0.03271385282278061,0.9484180808067322,0.9484180808067322,0.9544159770011902,0.9544159770011902
0.12410412728786469,0.06429096311330795,0.05981333926320076,0.8687148094177246,0.8687148094177246,0.874562680721283,0.874562680721283,0.06669092178344727,0.03557463362812996,0.031116275116801262,0.9440695643424988,0.9440695643424988,0.9457190036773682,0.9457190036773682
0.12190204858779907,0.06292862445116043,0.05897340178489685,0.8693812489509583,0.8693812489509583,0.8762953877449036,0.8762953877449036,0.06631551682949066,0.03527315333485603,0.03104236163198948,0.9316239356994629,0.9316239356994629,0.9484180808067322,0.9484180808067322
0.11918855458498001,0.06178244575858116,0.057406164705753326,0.8739628791809082,0.8739628791809082,0.8793942332267761,0.8793942332267761,0.06491991132497787,0.034385278820991516,0.030534664168953896,0.9397211074829102,0.9397211074829102,0.9509671330451965,0.9509671330451965
0.1184113547205925,0.06148189678788185,0.05692949518561363,0.8733464479446411,0.8733464479446411,0.8823764324188232,0.8823764324188232,0.06534405797719955,0.03453592211008072,0.030808143317699432,0.9358224868774414,0.9358224868774414,0.9386714696884155,0.9386714696884155
0.11882709711790085,0.062215715646743774,0.05661129578948021,0.8724800944328308,0.8724800944328308,0.8834260702133179,0.8834260702133179,0.06426910310983658,0.03445064648985863,0.029818451032042503,0.9320737719535828,0.9320737719535828,0.9500674605369568,0.9500674605369568
0.11606744676828384,0.06070416420698166,0.05536323040723801,0.8765785694122314,0.8765785694122314,0.8842257857322693,0.8842257857322693,0.06064912676811218,0.03297325596213341,0.027675876393914223,0.9382216334342957,0.9382216334342957,0.9598140716552734,0.9598140716552734
0.11769484728574753,0.0620221346616745,0.05567276477813721,0.8718969821929932,0.8718969821929932,0.8847089409828186,0.8847089409828186,0.06566237658262253,0.03415841609239578,0.031503964215517044,0.9373219609260559,0.9373219609260559,0.9454191327095032,0.9454191327095032
0.11439714580774307,0.05980614200234413,0.05459097400307655,0.8768284916877747,0.8768284916877747,0.8861584067344666,0.8861584067344666,0.060948070138692856,0.032651640474796295,0.02829641103744507,0.9497675895690918,0.9497675895690918,0.9586144685745239,0.9586144685745239
0.11416491866111755,0.05986686050891876,0.05429805442690849,0.876162052154541,0.876162052154541,0.8860084414482117,0.8860084414482117,0.06128682568669319,0.03305637463927269,0.02823043242096901,0.9469186067581177,0.9469186067581177,0.9560653567314148,0.9560653567314148
0.11268138140439987,0.05910582095384598,0.05357558652758598,0.8763620257377625,0.8763620257377625,0.888640820980072,0.888640820980072,0.06090042367577553,0.03267676755785942,0.028223669156432152,0.9299744963645935,0.9299744963645935,0.9320737719535828,0.9320737719535828
0.1132248267531395,0.059575363993644714,0.0536494106054306,0.8784112334251404,0.8784112334251404,0.8865915536880493,0.8865915536880493,0.06302595138549805,0.03365134820342064,0.029374610632658005,0.9451192021369934,0.9451192021369934,0.9559154510498047,0.9559154510498047
0.11368975043296814,0.05971713364124298,0.0539725199341774,0.8769950866699219,0.8769950866699219,0.8874245882034302,0.8874245882034302,0.06007235497236252,0.032195668667554855,0.027876688167452812,0.9527665376663208,0.9527665376663208,0.9526165723800659,0.9526165723800659
0.11191312968730927,0.058907873928546906,0.05300521105527878,0.8795608282089233,0.8795608282089233,0.890873372554779,0.890873372554779,0.06161440163850784,0.03292679786682129,0.028687607496976852,0.9403209090232849,0.9403209090232849,0.9490178227424622,0.9490178227424622
0.11114352941513062,0.05855058878660202,0.05259302631020546,0.8779613971710205,0.8779613971710205,0.8905401229858398,0.8905401229858398,0.059201620519161224,0.03174559399485588,0.027456030249595642,0.9512670636177063,0.9512670636177063,0.958164632320404,0.958164632320404
