loss,MLP_ACC,val_loss,val_MLP_ACC
0.11799228191375732,0.7143970131874084,0.048931147903203964,0.8903856873512268
0.07064991444349289,0.7976995706558228,0.04155011475086212,0.8988743424415588
0.06504867970943451,0.8155369758605957,0.03873138874769211,0.8994279503822327
0.0607452355325222,0.827551543712616,0.036229055374860764,0.9010887742042542
0.058484017848968506,0.8348915576934814,0.0343656949698925,0.9158516526222229
0.05594988912343979,0.8407553434371948,0.034052036702632904,0.9138217568397522
0.05460565537214279,0.8443022966384888,0.03178398311138153,0.9200959801673889
0.05336172506213188,0.8488948941230774,0.03168414905667305,0.9234176278114319
0.05267997086048126,0.8508631587028503,0.03130640834569931,0.9173279404640198
0.0520879290997982,0.8534464836120605,0.031163860112428665,0.9180660843849182
0.05102215334773064,0.8564193844795227,0.031655244529247284,0.9156671166419983
0.05034034699201584,0.8580801486968994,0.029257752001285553,0.9263702034950256
0.0495469756424427,0.8595973253250122,0.030144736170768738,0.9165897965431213
0.04917410761117935,0.8622216582298279,0.02870001643896103,0.9269238114356995
0.0486239418387413,0.860868513584137,0.029575221240520477,0.9206495881080627
0.04798783361911774,0.8639234304428101,0.029099859297275543,0.9202805161476135
0.047976184636354446,0.8641899228096008,0.029267847537994385,0.925262987613678
0.04766488075256348,0.8657686710357666,0.028930872678756714,0.9250784516334534
0.046976931393146515,0.8672448396682739,0.027413271367549896,0.9291382431983948
0.046526238322257996,0.8680854439735413,0.027338247746229172,0.9291382431983948
