loss,MLP_ACC,val_loss,val_MLP_ACC
0.05790967121720314,0.9608843326568604,0.011840566992759705,0.9899976253509521
0.02820199728012085,0.9760265350341797,0.007853762246668339,0.9937286376953125
0.024023741483688354,0.9798567295074463,0.007734040729701519,0.9940462112426758
0.022663718089461327,0.9808688163757324,0.007492341101169586,0.9935699105262756
0.02138524129986763,0.9823175668716431,0.006133323535323143,0.9956339001655579
0.020141437649726868,0.9823969602584839,0.006297955755144358,0.9946812987327576
0.020604319870471954,0.9827938675880432,0.006476616486907005,0.9946812987327576
0.018808163702487946,0.9835876822471619,0.00741339847445488,0.9927760362625122
0.01826700195670128,0.9849967360496521,0.005972862709313631,0.9950782060623169
0.0177430659532547,0.9851158261299133,0.005910336971282959,0.9953957200050354
0.01778499409556389,0.9848776459693909,0.005504917353391647,0.9949988126754761
0.0160985104739666,0.9857310056686401,0.005568003747612238,0.9954751133918762
0.017006106674671173,0.9848776459693909,0.005585753824561834,0.9952369332313538
0.016017863526940346,0.9859890341758728,0.005981377325952053,0.9943637251853943
0.0161275677382946,0.9862271547317505,0.005122414790093899,0.9958720207214355
0.015014230273663998,0.9862073063850403,0.005434257909655571,0.9953163266181946
0.015564940869808197,0.9864057898521423,0.004532455466687679,0.9965865015983582
0.01456836424767971,0.9873781800270081,0.004792164545506239,0.9956339001655579
0.014781459234654903,0.9872194528579712,0.005259186495095491,0.9954751133918762
0.014029213227331638,0.9878147840499878,0.0044630435295403,0.996110200881958
